"Origin","Destination","YEAR","MS_ALL_TOT","MS_MAL_TOT","MS_MAL_LOW","MS_MAL_MED","MS_MAL_HIG","MS_FEM_TOT","MS_FEM_LOW","MS_FEM_MED","MS_FEM_HIG","MR_ALL_TOT","MR_MAL_TOT","MR_MAL_LOW","MR_MAL_MED","MR_MAL_HIG","MR_FEM_TOT","MR_FEM_LOW","MR_FEM_MED","MR_FEM_HIG","NS_ALL_TOT","NS_MAL_TOT","NS_MAL_LOW","NS_MAL_MED","NS_MAL_HIG","NS_FEM_TOT","NS_FEM_LOW","NS_FEM_MED","NS_FEM_HIG","RS_ALL_TOT","RS_MAL_TOT","RS_MAL_LOW","RS_MAL_MED","RS_MAL_HIG","RS_FEM_TOT","RS_FEM_LOW","RS_FEM_MED","RS_FEM_HIG"
"Chile","Oecd",1990,130990.177707931,63414.9531181141,15730.1530678607,15906.6300148085,31778.1700354449,67575.2245898174,20214.1169943978,17997.9581534141,29363.1494420055,0.0190012228902221,0.0190946207459918,0.0090964271108329,0.0140358089058045,0.069303907891391,0.0189144023129475,0.0103954273611545,0.0150962967869148,0.0673534662406257,6893776.17770793,3321089.95311811,1729267.20306786,1133289.15501481,458533.595035445,3572686.22458982,1944520.0559944,1192210.14315341,435956.025442006,6762786,3257675,1713537.05,1117382.525,426755.425,3505111,1924305.939,1174212.185,406592.876
"China","Oecd",1990,899019.895482786,447816.437582614,171484.236870195,74073.9938786874,202258.206833731,451203.457900173,210924.344173918,82990.3072827054,157288.80644355,0.00153673561012604,0.00148959097672702,0.00115741402793408,0.000519231461227336,0.0206215415349291,0.00158657271705902,0.000943016701294521,0.00141684237925838,0.0733331833451996,585019237.895483,300630471.437583,148161533.15187,142660835.118879,9808103.16683373,284388766.4579,223669786.425174,58574128.2852827,2144851.74744355,584120218,300182655,147990048.915,142586761.125,9605844.96,283937563,223458862.081,58491137.978,1987562.941
"China, Hong Kong SAR","Oecd",1990,302200.200863372,146118.893088505,31530.1676134446,19110.5178279787,95478.207647082,156081.307774866,42270.4379496515,26362.2977994291,87448.5720257857,0.0778005036784272,0.0741826123520559,0.0411384163239913,0.0218561054461956,0.290296429685591,0.0815225935986179,0.0441030587929417,0.0364761635291444,0.374666541402142,3884296.20086337,1969718.89308851,766440.967613445,874378.917827979,328899.007647082,1914577.30777487,958446.853949651,722726.713799429,233403.740025786,3582096,1823600,734910.8,855268.4,233420.8,1758496,916176.416,696364.416,145955.168
"China, Macao SAR","Oecd",1990,9515.19314370484,4629.05476507405,721.362605205096,601.705530134902,3305.98662973405,4886.13837863078,1243.8899009155,858.917438055737,2783.33103965955,0.0416568969955845,0.0414522216396238,0.0164470514680839,0.0118434610731087,0.194384151178318,0.0418526766408673,0.0208976521322638,0.019021334437976,0.23064283114771,228418.193143705,111672.054765074,43859.6916052051,50804.8725301349,17007.4906297341,116746.138378631,59522.9499009155,45155.4774380557,12067.7110396595,218903,107043,43138.329,50203.167,13701.504,111860,58279.06,44296.56,9284.38
"Colombia","Oecd",1990,305608.704180638,130882.918347507,32917.6584235667,35783.8160238651,62181.4439000755,174725.785833131,57127.3177527933,55924.4261319942,61674.0419483432,0.0198536039860508,0.017688941575607,0.00608299110867992,0.0270625157205874,0.0934431749571253,0.0218571932093604,0.00977643449442378,0.0338720241455974,0.123458747886532,15393109.7041806,7399137.91834751,5411426.35842357,1322264.95102387,665446.608900076,7993971.78583313,5843369.35775279,1651050.61013199,499551.817948343,15087501,7268255,5378508.7,1286481.135,603265.165,7819246,5786242.04,1595126.184,437877.776
"Comoros","Oecd",1990,3812.38660476604,2054.96317613395,1744.46426209946,116.509423222136,193.989490812356,1757.42342863209,1491.22771825006,137.190851827704,129.004858554321,0.0214268839175529,0.0234759129560498,0.0221245561085245,0.0163502046280064,0.124219299892607,0.0194425843133666,0.0172063001429559,0.0435427975444098,0.225466016123731,177925.386604766,87534.963176134,78847.4242620995,7125.86942322214,1561.66949081236,90390.4234286321,86667.5407182501,3150.7128518277,572.169858554322,174113,85480,77102.96,7009.36,1367.68,88633,85176.313,3013.522,443.165
"Congo, Dem. Rep. of the","Oecd",1990,37628.9652298611,22290.2711415938,7703.16610336519,6066.39302802907,8520.71201019951,15338.6940882674,6819.11702100485,3974.84573455778,4544.73133270473,0.00291663152205557,0.00362011122978204,0.0015086696286188,0.00633897025097946,0.0902508158148648,0.00227436326629645,0.00106786439215906,0.0116764209965849,0.252451479301111,12901514.9652299,6157344.27114159,5105933.04010336,956999.763028029,94411.4680101995,6744170.69408827,6385751.853021,340416.445734558,18002.3953327047,12863886,6135054,5098229.874,950933.37,85890.756,6728832,6378932.736,336441.6,13457.664
"Congo, Rep. of the","Oecd",1990,13210.5580104072,7534.11510365971,2577.12360083243,1188.59523482176,3768.39626800552,5676.44290674746,2438.03376324324,913.336928288139,2325.07221521608,0.0150750464138908,0.0178059222689635,0.00964102850707097,0.00944336879831422,0.125820534886884,0.0125253750795448,0.00665636616409745,0.0115932708983933,0.285536514291185,876319.558010407,423124.11510366,267307.953600832,125865.595234822,29950.5662680055,453195.442906748,366270.980763243,78781.6429282881,8142.81921521608,863109,415590,264730.83,124677,26182.17,447519,363832.947,77868.306,5817.747
"Costa Rica","Oecd",1990,37499.112530958,16273.9269897394,4338.04305661374,3231.72928675183,8704.15464637386,21225.1855412185,7986.06281543237,4543.48025269557,8695.64247309058,0.0263101979838516,0.022705293991817,0.00828839170035385,0.0413358528004527,0.0755727087756297,0.0299569385651159,0.0159036342502913,0.040653187517445,0.0919124424588983,1425269.11253096,716745.926989739,523387.795056614,78182.2332867518,115175.898646374,708523.185541219,502153.324815432,111761.968252696,94607.8924730906,1387770,700472,519049.752,74950.504,106471.744,687298,494167.262,107218.488,85912.25
"Cote d'Ivoire","Oecd",1990,19653.2862420893,12353.6659120286,4637.0115974353,2074.54243430158,5642.11188029168,7299.62033006072,4893.42040293099,1033.26112544353,1372.9388016862,0.00428712267954573,0.00498247077211101,0.00237711007666618,0.00497887814367223,0.0503471483206068,0.0034680255919185,0.00259110567962379,0.00552131815107381,0.0471006501021354,4584260.28624209,2479425.66591203,1950692.83620999,416668.649932347,112064.179769689,2104834.62033006,1888545.28065466,187140.298235228,29149.0414401723,4564607,2467072,1946055.82461256,414594.107498046,106422.067889397,2097535,1883651.86025173,186107.037109784,27776.1026384861
"Croatia","Oecd",1990,419103.101183805,217686.855007182,99165.4047915124,63247.8413300383,55273.6088856309,201416.246176624,100993.78492851,58900.0584265658,41522.4028215477,0.123214842565301,0.134508707452169,0.13754573482746,0.0860129385330449,0.341000769239293,0.112963775068526,0.0924327328432304,0.104279964368556,0.330669373827921,3401401.1011838,1618384.85500718,720963.139394378,735329.386586872,162092.329025931,1783016.24617662,1092619.26832564,564826.223169732,125570.754681248,2982298,1400698,621797.734602866,672081.545256834,106818.7201403,1581600,991625.483397134,505926.164743166,84048.3518597002
"Cuba","Oecd",1990,697951.655397425,331997.411969338,149305.729183332,59507.1598145028,123184.522971503,365954.243428087,171184.787237418,76832.3356267809,117937.120563888,0.106338712246881,0.102346171962615,0.0818757456738712,0.0589017057588823,0.300432809142511,0.110240156775252,0.0859025620278805,0.0798698032250994,0.32323859987067,6563476.65539742,3243867.41196934,1823564.8170833,1010279.05809891,410023.536787124,3319609.24342809,1992778.59933745,961969.762342373,364860.881748268,5865525,2911870,1674259.08789997,950771.898284408,286839.01381562,2953655,1821593.81210003,885137.426715592,246923.76118438
"Cyprus","Oecd",1990,106887.635368694,55845.9711343646,26514.517403191,12821.7879687402,16509.6657624333,51041.6642343299,28576.2076198336,13182.2619993786,9283.19461511769,0.209765545542959,0.22139314295859,0.240215226127804,0.147939826809521,0.299083489523272,0.198366681586614,0.202383172703525,0.170919981132594,0.238117412039543,509557.635368694,252247.971134365,110378.171403191,86668.9399687402,55200.8597624333,257309.66423433,141198.535619834,77125.3419993786,38985.7866151177,402670,196402,83863.654,73847.152,38691.194,206268,112622.328,63943.08,29702.592
"Czech Republic","Oecd",1990,142509.720424657,70060.4590732901,18092.9395807038,17253.6934277695,34713.8260648168,72449.2613513664,24819.4003648554,20949.4779417042,26680.3830448068,0.021222844819476,0.0221099598713421,0.0357317068344362,0.00741427492457584,0.10353620106413,0.0204301560693604,0.0146092700865434,0.0134072807372812,0.0936919337561755,6714920.72042466,3168728.45907329,506355.312511038,2327091.13207811,335282.014484142,3546192.26135137,1698880.24643452,1562544.88529136,284767.129625481,6572411,3098668,488262.372930334,2309837.43865034,300568.188419326,3473743,1674060.84606967,1541595.40734966,258086.746580674
"Denmark","Oecd",1990,157975.866519282,75618.674153398,25594.2092199325,22526.4170082096,27498.0479252559,82357.1923658843,28140.0685943424,27232.0199201443,26985.1038513976,0.0431834780702248,0.0427486273127273,0.0604322903258189,0.0228852916796582,0.0761555582741274,0.0435906131849374,0.0402848017025688,0.0335593044787282,0.0711359677874183,3658247.86651928,1768914.6741534,423518.769219932,984318.545008209,361077.359925256,1889333.19236588,698528.164594342,811459.603920144,379345.423851398,3500272,1693296,397924.56,961792.128,333579.312,1806976,670388.096,784227.584,352360.32
"Djibouti","Oecd",1990,816.632698602016,462.381335625669,223.076876817013,83.2121955777063,156.09226323095,354.251362976347,237.677024483166,51.5209662077229,65.0533722854587,0.00405521026565042,0.00467986023590856,0.00334937306148978,0.00324393628530108,0.0238374587910973,0.00345354171427842,0.00277682630477193,0.00383266294014912,0.0183735375562674,201378.632698602,98802.3813356257,66602.576876817,25651.6121955777,6548.19226323095,102576.251362976,85593.0470244832,13442.6029662077,3540.60137228546,200562,98340,66379.5,25568.4,6392.1,102222,85355.37,13391.082,3475.548
"Dominica","Oecd",1990,20126.7591225134,9019.72242082389,4814.50313370201,1080.18500498584,3125.03428213604,11107.0367016895,6485.41582605972,2364.12993930449,2257.49093632534,0.457494761163436,0.427564945810524,0.337103795473034,0.437515567153645,0.719276039521876,0.485068791209824,0.403243010746364,0.647825828390666,0.713180696330297,43993.4198838254,21095.5610585087,14281.9606256469,2468.9064483196,4344.69398454221,22897.8588253166,16083.1450346922,3649.32955077984,3165.38423984463,23866.660761312,12075.8386376848,9467.45749194492,1388.72144333376,1219.65970240617,11790.8221236271,9597.72920863246,1285.19961147535,907.893303519287
"Dominican Republic","Oecd",1990,264117.916547257,112031.644743105,47970.1999353427,23760.4012350874,40301.0435726747,152086.271804152,73434.0522314046,37585.7361027117,41066.4834700358,0.0858818415362644,0.0730113902593222,0.0412420234184055,0.126832104210451,0.21906985244195,0.0986981471349223,0.0609944039474834,0.198898984744328,0.277463243002822,3075363.91654726,1534440.6447431,1163138.85593534,187337.436235087,183964.352572675,1540923.27180415,1203947.3702314,188968.969102712,148006.932470036,2811246,1422409,1115168.656,163577.035,143663.309,1388837,1130513.318,151383.233,106940.449
"East Timor","Oecd",1990,1280.7418830622,641.595692920134,111.335775302021,70.084344676969,460.175572941144,639.146190142068,135.535528340659,98.6127774859702,404.997884315439,0.00438634656437526,0.00431430421630696,0.00101095937827781,0.00238476701491118,0.0500385360995256,0.00446112611132413,0.0010582467633168,0.00846336382231397,0.114313185188239,291983.741883062,148713.59569292,110128.831775302,29388.340344677,9196.42357294114,143270.146190142,128075.542528341,11651.723777486,3542.87988431544,290703,148072,110017.496,29318.256,8736.248,142631,127940.007,11553.111,3137.882
"Ecuador","Oecd",1990,184977.655567688,86402.0499224691,28679.4312659812,28772.3895443541,28950.2291121338,98575.6056452188,33309.6274068108,35716.282204204,29549.696034204,0.0424351713460873,0.040038743945621,0.0200397825386766,0.117816045053915,0.0599853510620741,0.0447846277623642,0.0217069469300248,0.0987706857536641,0.0968903282761044,4359064.65556769,2157961.04992247,1431124.87426598,244214.525544354,482621.650112134,2201103.60564522,1534514.61940681,361608.122204204,304980.864034204,4174087,2071559,1402445.443,215442.136,453671.421,2102528,1501204.992,325891.84,275431.168
"Egypt","Oecd",1990,191921.617394209,116638.554308541,27312.2404112337,21292.1671367562,68034.1467605509,75283.0630856677,20061.2503125387,18800.0315833479,36421.7811897812,0.00842084699333825,0.010321862088069,0.00360501465184951,0.00869737778873913,0.0533244395606317,0.00655142236770389,0.0020607507486798,0.0142402539016046,0.0835409000852922,22791248.6173942,11300146.5543085,7576180.14041123,2448113.40313676,1275853.01076055,11491102.0630857,9734923.21931254,1320203.39758335,435975.446189781,22599327,11183508,7548867.9,2426821.236,1207818.864,11415819,9714861.969,1301403.366,399553.665
"El Salvador","Oecd",1990,305809.758591406,144316.279704746,89465.854409593,23478.4602165899,31371.9650785636,161493.478886659,107714.328325847,25821.9897993932,27957.1607614195,0.134884406332951,0.135284258888898,0.105079998614614,0.204514933389778,0.311986596197312,0.134529078594408,0.108712852799426,0.203966189279673,0.336747708949666,2267198.75859141,1066763.27970475,851407.076409593,114800.71321659,100555.490078564,1200435.47888666,990815.028325847,126599.363799393,83021.0867614195,1961389,922447,761941.222,91322.253,69183.525,1038942,883100.7,100777.374,55063.926
"Equatorial Guinea","Oecd",1990,4618.85023121444,2095.50349173869,473.145558832152,1143.27502599139,479.082906915149,2523.34673947575,820.699285257754,1422.08019987881,280.567254339187,0.0320224561293058,0.0303206179270746,0.00867280835185467,0.10658353689072,0.125090745215768,0.0335880400018152,0.0132472503131051,0.129213341738554,0.129398302049874,144237.850231214,69111.5034917387,54555.0575588321,10726.5630259914,3829.88290691515,75126.3467394758,61952.4252852578,11005.6761998788,2168.24525433919,139619,67016,54081.912,9583.288,3350.8,72603,61131.726,9583.596,1887.678
"Eritrea","Oecd",1990,17176.1898394942,9353.75841044439,2308.20977429796,1763.49183961632,5282.05679653011,7822.43142904985,3394.39739917954,1645.68658620772,2782.34744366259,0.0165315870585588,0.0195043979266997,0.00571231408198026,0.0310621449749263,0.282121890949973,0.0139830992748465,0.00652468949451043,0.0533200306887973,0.334529656225287,1038992.18983949,479571.758410444,404076.131174109,56773.0219867247,18722.6052496109,559420.43142905,520238.917428243,30864.3218120556,8317.19218875124,1021816,470218,401767.921399811,55009.5301471083,13440.5484530807,551598,516844.520029064,29218.6352258479,5534.84474508865
"Estonia","Oecd",1990,29045.4872572914,12611.8324934098,5204.8749237134,3174.02483848256,4232.93273121388,16433.6547638815,7814.63546980825,4225.6455336461,4393.37376042716,0.027815207094346,0.0272861820574055,0.039527562301976,0.0125861633370241,0.0540293504417715,0.0282353241041797,0.0260836825533608,0.0198327115922319,0.0633401526702615,1044230.48725729,462205.83249341,131677.103787734,252183.668167223,78345.060538453,582024.654763882,299598.626605788,213064.437204905,69361.5909531881,1015185,449594,126472.22886402,249009.643328741,74112.1278072391,565591,291783.99113598,208838.791671259,64968.2171927609
"Ethiopia","Oecd",1990,70290.7377053234,42453.8337920067,12571.2486097919,6900.4260228947,22982.1591593202,27836.9039133167,10922.505592885,5504.61766450767,11409.7806559241,0.00390611066385209,0.00482503301001514,0.00167747943870787,0.00669122174890794,0.0841016105989489,0.00302693194747695,0.00126978891112016,0.0112071078608992,0.110336365522458,17995070.7377053,8798661.83379201,7494129.77572784,1031265.48212528,273266.575938885,9196408.90391332,8601827.82920158,491172.007339457,103409.067372277,17924780,8756208,7481558.52711805,1024365.05610239,250284.416779564,9168572,8590905.3236087,485667.389674949,91999.2867163531
"Fiji","Oecd",1990,55922.4987809174,27116.7359432026,7960.87336300269,5349.34717058848,13806.5154096114,28805.7628377148,10448.0798005028,7070.36485603443,11287.3181811776,0.151549228847994,0.146975185518617,0.0770399405370806,0.0906413846164239,0.623381982235903,0.156123073185406,0.0927992837440059,0.127052689019903,0.693761001581687,369005.498780917,184498.735943203,103334.365363003,59016.6091705885,22147.7614096114,184506.762837715,112587.935800503,55649.0768560344,16269.7501811776,313083,157382,95373.492,53667.262,8341.246,155701,102139.856,48578.712,4982.432
"Finland","Oecd",1990,269414.66369214,110977.465836541,52351.7570077514,39542.7616824767,19082.9471463127,158437.197855599,66647.2125531902,57419.0325452327,34370.9527571762,0.0739771821588099,0.0650497265796823,0.0651398440035297,0.0753767721097621,0.0505165316477704,0.0818449544984358,0.0679402530528162,0.0960310540401619,0.0962955976162965,3641861.66369214,1706040.46583654,803682.566462926,524601.419982477,377756.479391138,1935821.1978556,980967.976398015,597921.506945233,356931.714512351,3372447,1595063,751330.809455174,485058.6583,358673.532244825,1777384,914320.763844825,540502.4744,322560.761755175
"France","Oecd",1990,614898.370965967,263174.714520786,93593.3790793754,72534.1784585117,97047.1569828988,351723.656445181,134057.084424955,101977.376789379,115689.195230847,0.0164649029633329,0.01488567858859,0.0130319799653741,0.0115517266836716,0.0230033586991917,0.0178846047501062,0.0142803864223954,0.0163597953064243,0.0285979289814064,37346006.370966,17679725.7145208,7181823.43190004,6279076.75144694,4218825.5311738,19666280.6564452,9387496.98080428,6233413.98100095,4045369.69463995,36731108,17416551,7088230.05282067,6206542.57298843,4121778.3741909,19314557,9253439.89637932,6131436.60421157,3929680.4994091
"Gabon","Oecd",1990,2059.89718365356,1138.35580751828,302.164545123022,188.774114245668,647.417148149595,921.541376135278,494.177917419495,168.575448595653,258.788010120131,0.00539070903880082,0.00608963447214005,0.00193906595892041,0.00790068259803728,0.0897941339583003,0.00472133667433257,0.00282366670333922,0.00962129870528406,0.0975588310216195,382119.897183654,186933.355807518,155829.946749854,23893.3929952539,7210.01606241061,195186.541376135,175012.835911224,17521.0700508727,2652.63541403835,380060,185795,155527.782204731,23704.6188810082,6562.59891426101,194265,174518.657993805,17352.494602277,2393.84740391822
"Gambia, The","Oecd",1990,7835.36063122168,5648.22613744195,3138.49296842495,1202.61855829225,1307.11461072474,2187.13449377973,1347.16445901936,393.369714126712,446.600320633654,0.0207905440681357,0.0306204588174593,0.019129174801078,0.0642215292732596,0.785178028946988,0.0113669259973333,0.00731544753521441,0.051610319825021,0.701291714012373,376871.360631222,184459.226137442,164068.392968425,18726.0965582923,1664.73661072474,192412.13449378,184153.389459019,7621.91971412671,636.825320633654,369036,178811,160929.9,17523.478,357.622,190225,182806.225,7228.55,190.225
"Georgia","Oecd",1990,23969.6576632767,10412.4210568475,5146.46887074007,3267.32592657573,1998.6262595317,13557.2366064292,5640.45632428001,4213.0297039768,3703.75057817235,0.00721220433372642,0.00693227662612014,0.0144608006055119,0.00353831244870773,0.0089738866796998,0.00744303889745799,0.00638340435053355,0.00563441817144333,0.019480959840817,3323485.65766328,1502020.42105685,355891.005701194,923413.625545996,222715.789809657,1821465.23660643,883612.570118414,747731.101203939,190121.565284076,3299516,1491608,350744.536830454,920146.29961942,220717.163550126,1807908,877972.113794134,743518.071499963,186417.814705904
"Germany","Oecd",1990,2240933.04203161,933988.25399774,308512.285966004,238196.899794158,387279.068237577,1306944.78803387,509993.340802147,392405.614602493,404545.832629234,0.038613069465603,0.0344445559306564,0.0872939319972665,0.0150626275736784,0.0498572762716257,0.0422687128453288,0.068557085125813,0.0214503839556575,0.0779875912454739,58035610.0420316,27115700.2539977,3534177.90798638,15813768.1243877,7767754.22162365,30919909.7880339,7438958.93278177,18293640.5900089,5187310.26524316,55794677,26181712,3225665.62202038,15575571.2245935,7380475.15338608,29612965,6928965.59197962,17901234.9754065,4782764.43261392
"Ghana","Oecd",1990,82760.7336848818,49186.2217573058,20360.7256195874,8882.42809506617,19943.0680426522,33574.511927576,17024.1110683121,7140.77309377845,9409.62776548546,0.014534124956454,0.0173113982161366,0.0106256834520525,0.0102894283580892,0.322577007842843,0.0117682522418134,0.00703722240381558,0.0171672335844334,0.526624135225551,5694235.73368488,2841262.22175731,1916180.32961959,863257.684095066,61824.2080426522,2852973.51192758,2419152.05906831,415953.628093778,17867.8247654855,5611475,2792076,1895819.604,854375.256,41881.14,2819399,2402127.948,408812.855,8458.197
"Greece","Oecd",1990,706243.755437128,380561.35294101,244886.924744125,53056.8601069675,82617.5680899173,325682.402496119,234807.337015374,43963.6124349854,46911.4530457597,0.0958517024876597,0.105855204394291,0.103792996831595,0.0684148189226197,0.179518656698812,0.0863197788887397,0.0854166226388465,0.069722007501826,0.119229739591474,7368087.75543713,3595112.35294101,2359378.11046593,775517.072799348,460217.169675737,3772975.40249612,2748965.36249357,630555.745742605,393454.29425994,6661844,3214551,2114491.1857218,722460.21269238,377599.601585819,3447293,2514158.0254782,586592.13330762,346542.841214181
"Grenada","Oecd",1990,24699.4317127472,10630.6656481921,4306.00085538805,2456.87818983985,3867.78660296419,14068.7660645551,5236.52366463027,3004.85092156881,5827.39147835603,0.462386042603254,0.435410692860245,0.287285494594928,0.568472753189174,0.757677771897368,0.485095112316277,0.305930872644748,0.551854875666284,0.904820177007004,53417.338407726,24415.2608617819,14988.5773434524,4321.89260796861,5104.7909103609,29002.0775459441,17116.6892028939,5445.00203598074,6440.38630706941,28717.9066949788,13784.5952135898,10682.5764880643,1865.01441812876,1237.00430739672,14933.311481389,11880.1655382636,2440.15111441193,612.99482871338
"Guatemala","Oecd",1990,163206.925431929,80160.1551498857,51932.5650699964,10679.8302452173,17547.759834672,83046.7702820434,55764.7267544183,11665.1098790071,15616.9336486181,0.0496250244032165,0.049063623171545,0.0366748025322593,0.102791262372912,0.154098794768551,0.0501792333966249,0.0379216415550111,0.0911408953559277,0.276465652944877,3288802.92543193,1633800.15514989,1416028.48507,103898.230245217,113873.439834672,1655002.77028204,1470525.12675442,127989.853879007,56487.7896486181,3125596,1553640,1364095.92,93218.4,96325.68,1571956,1414760.4,116324.744,40870.856
"Guinea","Oecd",1990,9493.75024606301,6043.79335434027,3886.75148254534,1170.82256203039,986.219309764533,3449.95689172274,1978.1342882389,989.65244622211,482.170157261734,0.00401962667807324,0.00507504026672185,0.00358012291425913,0.0159412305623794,0.0310208812543264,0.00294625621708864,0.00175632274995519,0.027478863802531,0.0557115498048344,2361848.75024606,1190885.79335434,1085647.49748255,73446.1845620304,31792.1113097645,1170962.95689172,1126293.15328824,36015.0424462221,8654.76115726173,2352355,1184842,1081760.746,72275.362,30805.892,1167513,1124315.019,35025.39,8172.591
"Guinea-Bissau","Oecd",1990,3536.40877240951,1852.89166394753,1344.53872146882,382.182255997479,126.170686481235,1683.51710846197,1217.07364108005,348.553181698729,117.890285683197,0.00957596766319559,0.0103767475057593,0.00824702032154412,0.0291625746768224,0.0520637647806304,0.00882630909573788,0.00664062257937012,0.0500400938178984,0.237681890688457,369300.40877241,178561.891663948,163033.273721469,13105.2302559975,2423.38768648124,190738.517108462,183277.03864108,6965.47818169873,496.000285683197,365764,176709,161688.735,12723.048,2297.217,189055,182059.965,6616.925,378.11
"Guyana","Oecd",1990,151563.966325368,69484.7146286872,17224.8642554307,21757.1710311046,30502.6793421519,82079.251696681,23705.9311213511,26456.8840475442,31916.4365277856,0.334577578398602,0.329616511428969,0.154503451109267,0.334720089862696,0.88881623362851,0.338895631628001,0.17858166049215,0.352136571169036,0.930015105893461,453000.966325368,210804.714628687,111485.304255431,65001.0910311046,34318.3193421519,242196.251696681,132745.608121351,75132.4520475442,34318.1915277856,301437,141320,94260.44,43243.92,3815.64,160117,109039.677,48675.568,2401.755
